   No     Tinit     Trise        D0           lonR           latR             dR         L         W    strike       dip      rake         x         y
   78      5.00     12.00     0.449      27.056400      37.841991      13.993180      5.00      5.00    89.216    38.398   -92.743     20.00     -5.00
   79      7.00     12.00     0.454      27.112881      37.837158      13.993180      5.00      5.00    77.500    33.723  -127.044     25.00     -5.00
   80      8.00     12.00     0.458      27.169350      37.832310      13.993180      5.00      5.00    86.999    39.591  -104.045     30.00     -5.00
   81      9.00     12.00     0.476      27.225809      37.827419      13.993180      5.00      5.00   110.485    43.729   -73.374     35.00     -5.00
   82     11.00     12.00     0.646      27.282261      37.822510      13.993180      5.00      5.00   124.116    59.054   -54.498     40.00     -5.00
   83     13.00     11.00     0.613      27.338711      37.817581      13.993180      5.00      5.00   129.110    65.086   -52.511     45.00     -5.00
   84     14.00     11.00     0.391      27.395140      37.812611      13.993180      5.00      5.00   268.593    21.659  -159.193     50.00     -5.00
   85     14.00     12.00     0.237      26.268360      37.933731      10.000000      5.00      5.00   318.054    55.178   -29.585    -50.00      0.00
   86     12.00     12.00     0.539      26.324949      37.929279      10.000000      5.00      5.00    67.253    61.825  -128.404    -45.00      0.00
   87     11.00     12.00     1.049      26.381540      37.924801      10.000000      5.00      5.00    77.302    55.577  -109.583    -40.00      0.00
   88     10.00     11.00     1.234      26.438120      37.920300      10.000000      5.00      5.00    89.035    53.294   -94.452    -35.00      0.00
   89      9.00     10.00     1.397      26.494699      37.915760      10.000000      5.00      5.00   102.774    54.144   -76.211    -30.00      0.00
   90      8.00     10.00     1.566      26.551270      37.911201      10.000000      5.00      5.00   107.120    56.513   -72.482    -25.00      0.00
   91      6.00     10.00     1.703      26.607830      37.906620      10.000000      5.00      5.00   106.342    58.884   -76.178    -20.00      0.00
   92      4.00     11.00     1.726      26.664379      37.902000      10.000000      5.00      5.00   101.764    58.381   -85.053    -15.00      0.00
   93      3.00     10.00     1.798      26.720930      37.897362      10.000000      5.00      5.00   102.939    55.178   -89.866    -10.00      0.00
   94      2.00     11.00     2.002      26.777470      37.892700      10.000000      5.00      5.00   103.119    52.852   -91.477     -5.00      0.00
   95      2.00     11.00     1.993      26.834000      37.888000      10.000000      5.00      5.00   103.428    51.129   -88.911      0.00      0.00
   96      2.00     10.00     1.800      26.890530      37.883282      10.000000      5.00      5.00   104.633    49.395   -82.662      5.00      0.00
   97      3.00     10.00     1.494      26.947041      37.878529      10.000000      5.00      5.00    99.842    45.927   -82.134     10.00      0.00
   98      4.00     11.00     1.101      27.003550      37.873749      10.000000      5.00      5.00    91.951    42.971   -87.949     15.00      0.00
   99      6.00     10.00     0.813      27.060061      37.868950      10.000000      5.00      5.00    73.078    41.680  -109.882     20.00      0.00
  100      7.00     11.00     0.742      27.116550      37.864120      10.000000      5.00      5.00    70.379    41.846  -117.035     25.00      0.00
  101      8.00     12.00     0.791      27.173040      37.859261      10.000000      5.00      5.00    81.224    42.798  -107.448     30.00      0.00
  102      9.00     12.00     0.855      27.229521      37.854370      10.000000      5.00      5.00   103.102    44.065   -78.299     35.00      0.00
  103     11.00     12.00     0.915      27.285999      37.849461      10.000000      5.00      5.00   115.416    54.630   -60.998     40.00      0.00
  104     13.00     11.00     0.808      27.342461      37.844521      10.000000      5.00      5.00   122.540    59.947   -54.772     45.00      0.00
  105     14.00     11.00     0.459      27.398920      37.839561      10.000000      5.00      5.00   126.033    62.997   -52.874     50.00      0.00
  106     14.00     12.00     0.299      26.271730      37.960709       6.006820      5.00      5.00    63.972    57.313  -133.044    -50.00      5.00
  107     13.00     11.00     0.721      26.328350      37.956261       6.006820      5.00      5.00    71.506    55.818  -118.649    -45.00      5.00
  108     11.00     11.00     1.282      26.384960      37.951778       6.006820      5.00      5.00    80.316    53.369  -103.881    -40.00      5.00
  109     10.00     11.00     1.556      26.441561      37.947269       6.006820      5.00      5.00    89.650    51.099   -90.378    -35.00      5.00
  110      9.00     10.00     1.775      26.498150      37.942741       6.006820      5.00      5.00   100.011    52.545   -77.081    -30.00      5.00
  111      8.00     10.00     1.914      26.554741      37.938179       6.006820      5.00      5.00   105.076    55.621   -72.152    -25.00      5.00
  112      5.00     11.00     2.194      26.611320      37.933590       6.006820      5.00      5.00   105.631    57.685   -74.644    -20.00      5.00
  113      4.00     11.00     2.217      26.667900      37.928970       6.006820      5.00      5.00   102.114    55.418   -81.830    -15.00      5.00
  114      3.00     11.00     2.306      26.724461      37.924332       6.006820      5.00      5.00   102.607    54.174   -86.815    -10.00      5.00
  115      2.00     10.00     2.432      26.781019      37.919659       6.006820      5.00      5.00   103.692    52.017   -88.548     -5.00      5.00
  116      2.00     10.00     2.432      26.837580      37.914959       6.006820      5.00      5.00   103.368    50.402   -87.455      0.00      5.00
  117      3.00      9.00     2.205      26.894119      37.910240       6.006820      5.00      5.00   101.608    48.480   -86.278      5.00      5.00
  118      3.00     10.00     1.844      26.950661      37.905491       6.006820      5.00      5.00    95.660    45.349   -89.017     10.00      5.00
  119      4.00     12.00     1.474      27.007191      37.900711       6.006820      5.00      5.00    83.355    43.125   -97.758     15.00      5.00
  120      6.00     10.00     1.133      27.063721      37.895901       6.006820      5.00      5.00    71.244    44.563  -107.276     20.00      5.00
  121      8.00     10.00     1.051      27.120230      37.891071       6.006820      5.00      5.00    73.515    43.154  -108.965     25.00      5.00
  122      9.00     11.00     1.135      27.176741      37.886211       6.006820      5.00      5.00    81.404    41.827  -103.420     30.00      5.00
  123     10.00     11.00     1.025      27.233240      37.881321       6.006820      5.00      5.00    97.256    43.679   -83.030     35.00      5.00
  124     11.00     12.00     1.084      27.289740      37.876411       6.006820      5.00      5.00   110.343    51.512   -66.336     40.00      5.00
  125     13.00     10.00     0.881      27.346220      37.871471       6.006820      5.00      5.00   116.256    54.970   -60.532     45.00      5.00
  126     14.00     12.00     0.553      27.402700      37.866501       6.006820      5.00      5.00   119.956    59.752   -57.982     50.00      5.00
  127     14.00      9.00     0.352      26.275110      37.987690       2.013640      5.00      5.00    67.914    54.982  -124.459    -50.00     10.00
  128     13.00      9.00     0.820      26.331739      37.983231       2.013640      5.00      5.00    73.153    54.108  -114.257    -45.00     10.00
  129     11.00     11.00     1.323      26.388371      37.978748       2.013640      5.00      5.00    81.305    52.188  -101.257    -40.00     10.00
  130     10.00     10.00     1.670      26.444990      37.974239       2.013640      5.00      5.00    90.871    51.032   -87.668    -35.00     10.00
  131      9.00     10.00     1.894      26.501610      37.969711       2.013640      5.00      5.00    98.377    52.261   -78.228    -30.00     10.00
  132      8.00     10.00     2.070      26.558220      37.965149       2.013640      5.00      5.00   103.114    54.792   -73.839    -25.00     10.00
  133      6.00     10.00     2.305      26.614820      37.960560       2.013640      5.00      5.00   104.166    56.264   -75.554    -20.00     10.00
  134      5.00     10.00     2.389      26.671419      37.955940       2.013640      5.00      5.00   103.021    55.774   -80.013    -15.00     10.00
  135      4.00     10.00     2.496      26.728001      37.951290       2.013640      5.00      5.00   102.415    53.940   -84.978    -10.00     10.00
  136      3.00     10.00     2.603      26.784580      37.946621       2.013640      5.00      5.00   102.396    51.867   -87.777     -5.00     10.00
  137      3.00     10.00     2.581      26.841150      37.941921       2.013640      5.00      5.00   101.980    50.111   -87.728      0.00     10.00
  138      3.00     10.00     2.354      26.897720      37.937199       2.013640      5.00      5.00    99.777    48.061   -87.769      5.00     10.00
  139      3.00     11.00     1.946      26.954281      37.932449       2.013640      5.00      5.00    92.768    45.259   -91.809     10.00     10.00
  140      5.00     11.00     1.556      27.010830      37.927670       2.013640      5.00      5.00    80.791    44.049  -100.188     15.00     10.00
  141      6.00     11.00     1.312      27.067381      37.922859       2.013640      5.00      5.00    73.230    44.401  -106.059     20.00     10.00
  142      8.00     10.00     1.202      27.123911      37.918018       2.013640      5.00      5.00    75.153    43.358  -106.049     25.00     10.00
  143      9.00     11.00     1.201      27.180441      37.913158       2.013640      5.00      5.00    82.925    42.280   -99.670     30.00     10.00
  144     10.00     11.00     1.129      27.236959      37.908272       2.013640      5.00      5.00    95.990    44.258   -83.883     35.00     10.00
  145     12.00     10.00     1.090      27.293480      37.903358       2.013640      5.00      5.00   107.222    49.595   -70.157     40.00     10.00
  146     13.00     10.00     0.881      27.349991      37.898411       2.013640      5.00      5.00   112.990    53.235   -63.750     45.00     10.00
  147     14.00     10.00     0.521      27.406490      37.893440       2.013640      5.00      5.00   116.262    56.399   -59.948     50.00     10.00
